Polymer Concentration,Pore Size,Resistance,Rejection,Flux
4.044044044,12.14704705,11.24574575,91.19119119,15.48968969
4.049049049,12.14784785,11.23503504,91.19019019,15.49079079
4.054054054,12.14864865,11.22432432,91.18918919,15.49189189
4.059059059,12.14944945,11.21361361,91.18818819,15.49299299
4.064064064,12.15025025,11.2029029,91.18718719,15.49409409
4.069069069,12.15105105,11.19219219,91.18618619,15.4951952
4.074074074,12.15185185,11.18148148,91.18518519,15.4962963
4.079079079,12.15265265,11.17077077,91.18418418,15.4973974
4.084084084,12.15345345,11.16006006,91.18318318,15.4984985
4.089089089,12.15425425,11.14934935,91.18218218,15.4995996
4.094094094,12.15505506,11.13863864,91.18118118,15.5007007
4.099099099,12.15585586,11.12792793,91.18018018,15.5018018
4.104104104,12.15665666,11.11721722,91.17917918,15.5029029
4.109109109,12.15745746,11.10650651,91.17817818,15.504004
4.114114114,12.15825826,11.0957958,91.17717718,15.50510511
4.119119119,12.15905906,11.08508509,91.17617618,15.50620621
4.124124124,12.15985986,11.07437437,91.17517518,15.50730731
4.129129129,12.16066066,11.06366366,91.17417417,15.50840841
4.134134134,12.16146146,11.05295295,91.17317317,15.50950951
4.139139139,12.16226226,11.04224224,91.17217217,15.51061061
4.144144144,12.16306306,11.03153153,91.17117117,15.51171171
4.149149149,12.16386386,11.02082082,91.17017017,15.51281281
4.154154154,12.16466466,11.01011011,91.16916917,15.51391391
4.159159159,12.16546547,10.9993994,91.16816817,15.51501502
4.164164164,12.16626627,10.98868869,91.16716717,15.51611612
4.169169169,12.16706707,10.97797798,91.16616617,15.51721722
4.174174174,12.16786787,10.96726727,91.16516517,15.51831832
4.179179179,12.16866867,10.95655656,91.16416416,15.51941942
4.184184184,12.16946947,10.94584585,91.16316316,15.52052052
4.189189189,12.17027027,10.93513514,91.16216216,15.52162162
4.194194194,12.17107107,10.92442442,91.16116116,15.52272272
4.199199199,12.17187187,10.91371371,91.16016016,15.52382382
4.204204204,12.17267267,10.903003,91.15915916,15.52492492
4.209209209,12.17347347,10.89229229,91.15815816,15.52602603
4.214214214,12.17427427,10.88158158,91.15715716,15.52712713
4.219219219,12.17507508,10.87087087,91.15615616,15.52822823
4.224224224,12.17587588,10.86016016,91.15515516,15.52932933
4.229229229,12.17667668,10.84944945,91.15415415,15.53043043
4.234234234,12.17747748,10.83873874,91.15315315,15.53153153
4.239239239,12.17827828,10.82802803,91.15215215,15.53263263
4.244244244,12.17907908,10.81731732,91.15115115,15.53373373
4.249249249,12.17987988,10.80660661,91.15015015,15.53483483
4.254254254,12.18068068,10.7958959,91.14914915,15.53593594
4.259259259,12.18148148,10.78518519,91.14814815,15.53703704
4.264264264,12.18228228,10.77447447,91.14714715,15.53813814
4.269269269,12.18308308,10.76376376,91.14614615,15.53923924
4.274274274,12.18388388,10.75305305,91.14514515,15.54034034
4.279279279,12.18468468,10.74234234,91.14414414,15.54144144
4.284284284,12.18548549,10.73163163,91.14314314,15.54254254
4.289289289,12.18628629,10.72092092,91.14214214,15.54364364
4.294294294,12.18708709,10.71021021,91.14114114,15.54474474
4.299299299,12.18788789,10.6994995,91.14014014,15.54584585
4.304304304,12.18868869,10.68878879,91.13913914,15.54694695
4.309309309,12.18948949,10.67807808,91.13813814,15.54804805
4.314314314,12.19029029,10.66736737,91.13713714,15.54914915
4.319319319,12.19109109,10.65665666,91.13613614,15.55025025
4.324324324,12.19189189,10.64594595,91.13513514,15.55135135
4.329329329,12.19269269,10.63523524,91.13413413,15.55245245
4.334334334,12.19349349,10.62452452,91.13313313,15.55355355
4.339339339,12.19429429,10.61381381,91.13213213,15.55465465
4.344344344,12.1950951,10.6031031,91.13113113,15.55575576
4.349349349,12.1958959,10.59239239,91.13013013,15.55685686
4.354354354,12.1966967,10.58168168,91.12912913,15.55795796
4.359359359,12.1974975,10.57097097,91.12812813,15.55905906
4.364364364,12.1982983,10.56026026,91.12712713,15.56016016
4.369369369,12.1990991,10.54954955,91.12612613,15.56126126
4.374374374,12.1998999,10.53883884,91.12512513,15.56236236
4.379379379,12.2007007,10.52812813,91.12412412,15.56346346
4.384384384,12.2015015,10.51741742,91.12312312,15.56456456
4.389389389,12.2023023,10.50670671,91.12212212,15.56566567
4.394394394,12.2031031,10.495996,91.12112112,15.56676677
4.399399399,12.2039039,10.48528529,91.12012012,15.56786787
4.404404404,12.2047047,10.47457457,91.11911912,15.56896897
4.409409409,12.20550551,10.46386386,91.11811812,15.57007007
4.414414414,12.20630631,10.45315315,91.11711712,15.57117117
4.419419419,12.20710711,10.44244244,91.11611612,15.57227227
4.424424424,12.20790791,10.43173173,91.11511512,15.57337337
4.429429429,12.20870871,10.42102102,91.11411411,15.57447447
4.434434434,12.20950951,10.41031031,91.11311311,15.57557558
4.439439439,12.21031031,10.3995996,91.11211211,15.57667668
4.444444444,12.21111111,10.38888889,91.11111111,15.57777778
4.449449449,12.21191191,10.37817818,91.11011011,15.57887888
4.454454454,12.21271271,10.36746747,91.10910911,15.57997998
4.459459459,12.21351351,10.35675676,91.10810811,15.58108108
4.464464464,12.21431431,10.34604605,91.10710711,15.58218218
4.469469469,12.21511512,10.33533534,91.10610611,15.58328328
4.474474474,12.21591592,10.32462462,91.10510511,15.58438438
4.479479479,12.21671672,10.31391391,91.1041041,15.58548549
4.484484484,12.21751752,10.3032032,91.1031031,15.58658659
4.489489489,12.21831832,10.29249249,91.1021021,15.58768769
4.494494494,12.21911912,10.28178178,91.1011011,15.58878879
4.499499499,12.21991992,10.27107107,91.1001001,15.58988989
4.504504505,12.22072072,10.26036036,91.0990991,15.59099099
4.50950951,12.22152152,10.24964965,91.0980981,15.59209209
4.514514515,12.22232232,10.23893894,91.0970971,15.59319319
4.51951952,12.22312312,10.22822823,91.0960961,15.59429429
4.524524525,12.22392392,10.21751752,91.0950951,15.5953954
4.52952953,12.22472472,10.20680681,91.09409409,15.5964965
4.534534535,12.22552553,10.1960961,91.09309309,15.5975976
4.53953954,12.22632633,10.18538539,91.09209209,15.5986987
4.544544545,12.22712713,10.17467467,91.09109109,15.5997998
4.54954955,12.22792793,10.16396396,91.09009009,15.6009009
4.554554555,12.22872873,10.15325325,91.08908909,15.602002
4.55955956,12.22952953,10.14254254,91.08808809,15.6031031
4.564564565,12.23033033,10.13183183,91.08708709,15.6042042
4.56956957,12.23113113,10.12112112,91.08608609,15.60530531
4.574574575,12.23193193,10.11041041,91.08508509,15.60640641
4.57957958,12.23273273,10.0996997,91.08408408,15.60750751
4.584584585,12.23353353,10.08898899,91.08308308,15.60860861
4.58958959,12.23433433,10.07827828,91.08208208,15.60970971
4.594594595,12.23513514,10.06756757,91.08108108,15.61081081
4.5995996,12.23593594,10.05685686,91.08008008,15.61191191
4.604604605,12.23673674,10.04614615,91.07907908,15.61301301
4.60960961,12.23753754,10.03543544,91.07807808,15.61411411
4.614614615,12.23833834,10.02472472,91.07707708,15.61521522
4.61961962,12.23913914,10.01401401,91.07607608,15.61631632
4.624624625,12.23993994,10.0033033,91.07507508,15.61741742
4.62962963,12.24074074,9.992592593,91.07407407,15.61851852
4.634634635,12.24154154,9.981881882,91.07307307,15.61961962
4.63963964,12.24234234,9.971171171,91.07207207,15.62072072
4.644644645,12.24314314,9.96046046,91.07107107,15.62182182
4.64964965,12.24394394,9.94974975,91.07007007,15.62292292
4.654654655,12.24474474,9.939039039,91.06906907,15.62402402
4.65965966,12.24554555,9.928328328,91.06806807,15.62512513
4.664664665,12.24634635,9.917617618,91.06706707,15.62622623
4.66966967,12.24714715,9.906906907,91.06606607,15.62732733
4.674674675,12.24794795,9.896196196,91.06506507,15.62842843
4.67967968,12.24874875,9.885485485,91.06406406,15.62952953
4.684684685,12.24954955,9.874774775,91.06306306,15.63063063
4.68968969,12.25035035,9.864064064,91.06206206,15.63173173
4.694694695,12.25115115,9.853353353,91.06106106,15.63283283
4.6996997,12.25195195,9.842642643,91.06006006,15.63393393
4.704704705,12.25275275,9.831931932,91.05905906,15.63503504
4.70970971,12.25355355,9.821221221,91.05805806,15.63613614
4.714714715,12.25435435,9.810510511,91.05705706,15.63723724
4.71971972,12.25515516,9.7997998,91.05605606,15.63833834
4.724724725,12.25595596,9.789089089,91.05505506,15.63943944
4.72972973,12.25675676,9.778378378,91.05405405,15.64054054
4.734734735,12.25755756,9.767667668,91.05305305,15.64164164
4.73973974,12.25835836,9.756956957,91.05205205,15.64274274
4.744744745,12.25915916,9.746246246,91.05105105,15.64384384
4.74974975,12.25995996,9.735535536,91.05005005,15.64494494
4.754754755,12.26076076,9.724824825,91.04904905,15.64604605
4.75975976,12.26156156,9.714114114,91.04804805,15.64714715
4.764764765,12.26236236,9.703403403,91.04704705,15.64824825
4.76976977,12.26316316,9.692692693,91.04604605,15.64934935
4.774774775,12.26396396,9.681981982,91.04504505,15.65045045
4.77977978,12.26476476,9.671271271,91.04404404,15.65155155
4.784784785,12.26556557,9.660560561,91.04304304,15.65265265
4.78978979,12.26636637,9.64984985,91.04204204,15.65375375
4.794794795,12.26716717,9.639139139,91.04104104,15.65485485
4.7997998,12.26796797,9.628428428,91.04004004,15.65595596
4.804804805,12.26876877,9.617717718,91.03903904,15.65705706
4.80980981,12.26956957,9.607007007,91.03803804,15.65815816
4.814814815,12.27037037,9.596296296,91.03703704,15.65925926
4.81981982,12.27117117,9.585585586,91.03603604,15.66036036
4.824824825,12.27197197,9.574874875,91.03503504,15.66146146
4.82982983,12.27277277,9.564164164,91.03403403,15.66256256
4.834834835,12.27357357,9.553453453,91.03303303,15.66366366
4.83983984,12.27437437,9.542742743,91.03203203,15.66476476
4.844844845,12.27517518,9.532032032,91.03103103,15.66586587
4.84984985,12.27597598,9.521321321,91.03003003,15.66696697
4.854854855,12.27677678,9.510610611,91.02902903,15.66806807
4.85985986,12.27757758,9.4998999,91.02802803,15.66916917
4.864864865,12.27837838,9.489189189,91.02702703,15.67027027
4.86986987,12.27917918,9.478478478,91.02602603,15.67137137
4.874874875,12.27997998,9.467767768,91.02502503,15.67247247
4.87987988,12.28078078,9.457057057,91.02402402,15.67357357
4.884884885,12.28158158,9.446346346,91.02302302,15.67467467
4.88988989,12.28238238,9.435635636,91.02202202,15.67577578
4.894894895,12.28318318,9.424924925,91.02102102,15.67687688
4.8998999,12.28398398,9.414214214,91.02002002,15.67797798
4.904904905,12.28478478,9.403503504,91.01901902,15.67907908
4.90990991,12.28558559,9.392792793,91.01801802,15.68018018
4.914914915,12.28638639,9.382082082,91.01701702,15.68128128
4.91991992,12.28718719,9.371371371,91.01601602,15.68238238
4.924924925,12.28798799,9.360660661,91.01501502,15.68348348
4.92992993,12.28878879,9.34994995,91.01401401,15.68458458
4.934934935,12.28958959,9.339239239,91.01301301,15.68568569
4.93993994,12.29039039,9.328528529,91.01201201,15.68678679
4.944944945,12.29119119,9.317817818,91.01101101,15.68788789
4.94994995,12.29199199,9.307107107,91.01001001,15.68898899
4.954954955,12.29279279,9.296396396,91.00900901,15.69009009
4.95995996,12.29359359,9.285685686,91.00800801,15.69119119
4.964964965,12.29439439,9.274974975,91.00700701,15.69229229
4.96996997,12.2951952,9.264264264,91.00600601,15.69339339
4.974974975,12.295996,9.253553554,91.00500501,15.69449449
4.97997998,12.2967968,9.242842843,91.004004,15.6955956
4.984984985,12.2975976,9.232132132,91.003003,15.6966967
4.98998999,12.2983984,9.221421421,91.002002,15.6977978
4.994994995,12.2991992,9.210710711,91.001001,15.6988989
5,12.3,9.2,91,15.7
5,12.3,9.2,91,15.7
5.01001001,12.3029029,9.194994995,90.995996,15.71671672
5.02002002,12.30580581,9.18998999,90.99199199,15.73343343
5.03003003,12.30870871,9.184984985,90.98798799,15.75015015
5.04004004,12.31161161,9.17997998,90.98398398,15.76686687
5.05005005,12.31451451,9.174974975,90.97997998,15.78358358
5.06006006,12.31741742,9.16996997,90.97597598,15.8003003
5.07007007,12.32032032,9.164964965,90.97197197,15.81701702
5.08008008,12.32322322,9.15995996,90.96796797,15.83373373
5.09009009,12.32612613,9.154954955,90.96396396,15.85045045
5.1001001,12.32902903,9.14994995,90.95995996,15.86716717
5.11011011,12.33193193,9.144944945,90.95595596,15.88388388
5.12012012,12.33483483,9.13993994,90.95195195,15.9006006
5.13013013,12.33773774,9.134934935,90.94794795,15.91731732
5.14014014,12.34064064,9.12992993,90.94394394,15.93403403
5.15015015,12.34354354,9.124924925,90.93993994,15.95075075
5.16016016,12.34644645,9.11991992,90.93593594,15.96746747
5.17017017,12.34934935,9.114914915,90.93193193,15.98418418
5.18018018,12.35225225,9.10990991,90.92792793,16.0009009
5.19019019,12.35515516,9.104904905,90.92392392,16.01761762
5.2002002,12.35805806,9.0998999,90.91991992,16.03433433
5.21021021,12.36096096,9.094894895,90.91591592,16.05105105
5.22022022,12.36386386,9.08988989,90.91191191,16.06776777
5.23023023,12.36676677,9.084884885,90.90790791,16.08448448
5.24024024,12.36966967,9.07987988,90.9039039,16.1012012
5.25025025,12.37257257,9.074874875,90.8998999,16.11791792
5.26026026,12.37547548,9.06986987,90.8958959,16.13463463
5.27027027,12.37837838,9.064864865,90.89189189,16.15135135
5.28028028,12.38128128,9.05985986,90.88788789,16.16806807
5.29029029,12.38418418,9.054854855,90.88388388,16.18478478
5.3003003,12.38708709,9.04984985,90.87987988,16.2015015
5.31031031,12.38998999,9.044844845,90.87587588,16.21821822
5.32032032,12.39289289,9.03983984,90.87187187,16.23493493
5.33033033,12.3957958,9.034834835,90.86786787,16.25165165
5.34034034,12.3986987,9.02982983,90.86386386,16.26836837
5.35035035,12.4016016,9.024824825,90.85985986,16.28508509
5.36036036,12.4045045,9.01981982,90.85585586,16.3018018
5.37037037,12.40740741,9.014814815,90.85185185,16.31851852
5.38038038,12.41031031,9.00980981,90.84784785,16.33523524
5.39039039,12.41321321,9.004804805,90.84384384,16.35195195
5.4004004,12.41611612,8.9997998,90.83983984,16.36866867
5.41041041,12.41901902,8.994794795,90.83583584,16.38538539
5.42042042,12.42192192,8.98978979,90.83183183,16.4021021
5.43043043,12.42482482,8.984784785,90.82782783,16.41881882
5.44044044,12.42772773,8.97977978,90.82382382,16.43553554
5.45045045,12.43063063,8.974774775,90.81981982,16.45225225
5.46046046,12.43353353,8.96976977,90.81581582,16.46896897
5.47047047,12.43643644,8.964764765,90.81181181,16.48568569
5.48048048,12.43933934,8.95975976,90.80780781,16.5024024
5.49049049,12.44224224,8.954754755,90.8038038,16.51911912
5.500500501,12.44514515,8.94974975,90.7997998,16.53583584
5.510510511,12.44804805,8.944744745,90.7957958,16.55255255
5.520520521,12.45095095,8.93973974,90.79179179,16.56926927
5.530530531,12.45385385,8.934734735,90.78778779,16.58598599
5.540540541,12.45675676,8.92972973,90.78378378,16.6027027
5.550550551,12.45965966,8.924724725,90.77977978,16.61941942
5.560560561,12.46256256,8.91971972,90.77577578,16.63613614
5.570570571,12.46546547,8.914714715,90.77177177,16.65285285
5.580580581,12.46836837,8.90970971,90.76776777,16.66956957
5.590590591,12.47127127,8.904704705,90.76376376,16.68628629
5.600600601,12.47417417,8.8996997,90.75975976,16.703003
5.610610611,12.47707708,8.894694695,90.75575576,16.71971972
5.620620621,12.47997998,8.88968969,90.75175175,16.73643644
5.630630631,12.48288288,8.884684685,90.74774775,16.75315315
5.640640641,12.48578579,8.87967968,90.74374374,16.76986987
5.650650651,12.48868869,8.874674675,90.73973974,16.78658659
5.660660661,12.49159159,8.86966967,90.73573574,16.8033033
5.670670671,12.49449449,8.864664665,90.73173173,16.82002002
5.680680681,12.4973974,8.85965966,90.72772773,16.83673674
5.690690691,12.5003003,8.854654655,90.72372372,16.85345345
5.700700701,12.5032032,8.84964965,90.71971972,16.87017017
5.710710711,12.50610611,8.844644645,90.71571572,16.88688689
5.720720721,12.50900901,8.83963964,90.71171171,16.9036036
5.730730731,12.51191191,8.834634635,90.70770771,16.92032032
5.740740741,12.51481481,8.82962963,90.7037037,16.93703704
5.750750751,12.51771772,8.824624625,90.6996997,16.95375375
5.760760761,12.52062062,8.81961962,90.6956957,16.97047047
5.770770771,12.52352352,8.814614615,90.69169169,16.98718719
5.780780781,12.52642643,8.80960961,90.68768769,17.0039039
5.790790791,12.52932933,8.804604605,90.68368368,17.02062062
5.800800801,12.53223223,8.7995996,90.67967968,17.03733734
5.810810811,12.53513514,8.794594595,90.67567568,17.05405405
5.820820821,12.53803804,8.78958959,90.67167167,17.07077077
5.830830831,12.54094094,8.784584585,90.66766767,17.08748749
5.840840841,12.54384384,8.77957958,90.66366366,17.1042042
5.850850851,12.54674675,8.774574575,90.65965966,17.12092092
5.860860861,12.54964965,8.76956957,90.65565566,17.13763764
5.870870871,12.55255255,8.764564565,90.65165165,17.15435435
5.880880881,12.55545546,8.75955956,90.64764765,17.17107107
5.890890891,12.55835836,8.754554555,90.64364364,17.18778779
5.900900901,12.56126126,8.74954955,90.63963964,17.2045045
5.910910911,12.56416416,8.744544545,90.63563564,17.22122122
5.920920921,12.56706707,8.73953954,90.63163163,17.23793794
5.930930931,12.56996997,8.734534535,90.62762763,17.25465465
5.940940941,12.57287287,8.72952953,90.62362362,17.27137137
5.950950951,12.57577578,8.724524525,90.61961962,17.28808809
5.960960961,12.57867868,8.71951952,90.61561562,17.3048048
5.970970971,12.58158158,8.714514515,90.61161161,17.32152152
5.980980981,12.58448448,8.70950951,90.60760761,17.33823824
5.990990991,12.58738739,8.704504505,90.6036036,17.35495495
6.001001001,12.59029029,8.699499499,90.5995996,17.37167167
6.011011011,12.59319319,8.694494494,90.5955956,17.38838839
6.021021021,12.5960961,8.689489489,90.59159159,17.40510511
6.031031031,12.598999,8.684484484,90.58758759,17.42182182
6.041041041,12.6019019,8.679479479,90.58358358,17.43853854
6.051051051,12.6048048,8.674474474,90.57957958,17.45525526
6.061061061,12.60770771,8.669469469,90.57557558,17.47197197
6.071071071,12.61061061,8.664464464,90.57157157,17.48868869
6.081081081,12.61351351,8.659459459,90.56756757,17.50540541
6.091091091,12.61641642,8.654454454,90.56356356,17.52212212
6.101101101,12.61931932,8.649449449,90.55955956,17.53883884
6.111111111,12.62222222,8.644444444,90.55555556,17.55555556
6.121121121,12.62512513,8.639439439,90.55155155,17.57227227
6.131131131,12.62802803,8.634434434,90.54754755,17.58898899
6.141141141,12.63093093,8.629429429,90.54354354,17.60570571
6.151151151,12.63383383,8.624424424,90.53953954,17.62242242
6.161161161,12.63673674,8.619419419,90.53553554,17.63913914
6.171171171,12.63963964,8.614414414,90.53153153,17.65585586
6.181181181,12.64254254,8.609409409,90.52752753,17.67257257
6.191191191,12.64544545,8.604404404,90.52352352,17.68928929
6.201201201,12.64834835,8.599399399,90.51951952,17.70600601
6.211211211,12.65125125,8.594394394,90.51551552,17.72272272
6.221221221,12.65415415,8.589389389,90.51151151,17.73943944
6.231231231,12.65705706,8.584384384,90.50750751,17.75615616
6.241241241,12.65995996,8.579379379,90.5035035,17.77287287
6.251251251,12.66286286,8.574374374,90.4994995,17.78958959
6.261261261,12.66576577,8.569369369,90.4954955,17.80630631
6.271271271,12.66866867,8.564364364,90.49149149,17.82302302
6.281281281,12.67157157,8.559359359,90.48748749,17.83973974
6.291291291,12.67447447,8.554354354,90.48348348,17.85645646
6.301301301,12.67737738,8.549349349,90.47947948,17.87317317
6.311311311,12.68028028,8.544344344,90.47547548,17.88988989
6.321321321,12.68318318,8.539339339,90.47147147,17.90660661
6.331331331,12.68608609,8.534334334,90.46746747,17.92332332
6.341341341,12.68898899,8.529329329,90.46346346,17.94004004
6.351351351,12.69189189,8.524324324,90.45945946,17.95675676
6.361361361,12.69479479,8.519319319,90.45545546,17.97347347
6.371371371,12.6976977,8.514314314,90.45145145,17.99019019
6.381381381,12.7006006,8.509309309,90.44744745,18.00690691
6.391391391,12.7035035,8.504304304,90.44344344,18.02362362
6.401401401,12.70640641,8.499299299,90.43943944,18.04034034
6.411411411,12.70930931,8.494294294,90.43543544,18.05705706
6.421421421,12.71221221,8.489289289,90.43143143,18.07377377
6.431431431,12.71511512,8.484284284,90.42742743,18.09049049
6.441441441,12.71801802,8.479279279,90.42342342,18.10720721
6.451451451,12.72092092,8.474274274,90.41941942,18.12392392
6.461461461,12.72382382,8.469269269,90.41541542,18.14064064
6.471471471,12.72672673,8.464264264,90.41141141,18.15735736
6.481481481,12.72962963,8.459259259,90.40740741,18.17407407
6.491491491,12.73253253,8.454254254,90.4034034,18.19079079
6.501501502,12.73543544,8.449249249,90.3993994,18.20750751
6.511511512,12.73833834,8.444244244,90.3953954,18.22422422
6.521521522,12.74124124,8.439239239,90.39139139,18.24094094
6.531531532,12.74414414,8.434234234,90.38738739,18.25765766
6.541541542,12.74704705,8.429229229,90.38338338,18.27437437
6.551551552,12.74994995,8.424224224,90.37937938,18.29109109
6.561561562,12.75285285,8.419219219,90.37537538,18.30780781
6.571571572,12.75575576,8.414214214,90.37137137,18.32452452
6.581581582,12.75865866,8.409209209,90.36736737,18.34124124
6.591591592,12.76156156,8.404204204,90.36336336,18.35795796
6.601601602,12.76446446,8.399199199,90.35935936,18.37467467
6.611611612,12.76736737,8.394194194,90.35535536,18.39139139
6.621621622,12.77027027,8.389189189,90.35135135,18.40810811
6.631631632,12.77317317,8.384184184,90.34734735,18.42482482
6.641641642,12.77607608,8.379179179,90.34334334,18.44154154
6.651651652,12.77897898,8.374174174,90.33933934,18.45825826
6.661661662,12.78188188,8.369169169,90.33533534,18.47497497
6.671671672,12.78478478,8.364164164,90.33133133,18.49169169
6.681681682,12.78768769,8.359159159,90.32732733,18.50840841
6.691691692,12.79059059,8.354154154,90.32332332,18.52512513
6.701701702,12.79349349,8.349149149,90.31931932,18.54184184
6.711711712,12.7963964,8.344144144,90.31531532,18.55855856
6.721721722,12.7992993,8.339139139,90.31131131,18.57527528
6.731731732,12.8022022,8.334134134,90.30730731,18.59199199
6.741741742,12.80510511,8.329129129,90.3033033,18.60870871
6.751751752,12.80800801,8.324124124,90.2992993,18.62542543
6.761761762,12.81091091,8.319119119,90.2952953,18.64214214
6.771771772,12.81381381,8.314114114,90.29129129,18.65885886
6.781781782,12.81671672,8.309109109,90.28728729,18.67557558
6.791791792,12.81961962,8.304104104,90.28328328,18.69229229
6.801801802,12.82252252,8.299099099,90.27927928,18.70900901
6.811811812,12.82542543,8.294094094,90.27527528,18.72572573
6.821821822,12.82832833,8.289089089,90.27127127,18.74244244
6.831831832,12.83123123,8.284084084,90.26726727,18.75915916
6.841841842,12.83413413,8.279079079,90.26326326,18.77587588
6.851851852,12.83703704,8.274074074,90.25925926,18.79259259
6.861861862,12.83993994,8.269069069,90.25525526,18.80930931
6.871871872,12.84284284,8.264064064,90.25125125,18.82602603
6.881881882,12.84574575,8.259059059,90.24724725,18.84274274
6.891891892,12.84864865,8.254054054,90.24324324,18.85945946
6.901901902,12.85155155,8.249049049,90.23923924,18.87617618
6.911911912,12.85445445,8.244044044,90.23523524,18.89289289
6.921921922,12.85735736,8.239039039,90.23123123,18.90960961
6.931931932,12.86026026,8.234034034,90.22722723,18.92632633
6.941941942,12.86316316,8.229029029,90.22322322,18.94304304
6.951951952,12.86606607,8.224024024,90.21921922,18.95975976
6.961961962,12.86896897,8.219019019,90.21521522,18.97647648
6.971971972,12.87187187,8.214014014,90.21121121,18.99319319
6.981981982,12.87477477,8.209009009,90.20720721,19.00990991
6.991991992,12.87767768,8.204004004,90.2032032,19.02662663
7.002002002,12.88058058,8.198998999,90.1991992,19.04334334
7.012012012,12.88348348,8.193993994,90.1951952,19.06006006
7.022022022,12.88638639,8.188988989,90.19119119,19.07677678
7.032032032,12.88928929,8.183983984,90.18718719,19.09349349
7.042042042,12.89219219,8.178978979,90.18318318,19.11021021
7.052052052,12.8950951,8.173973974,90.17917918,19.12692693
7.062062062,12.897998,8.168968969,90.17517518,19.14364364
7.072072072,12.9009009,8.163963964,90.17117117,19.16036036
7.082082082,12.9038038,8.158958959,90.16716717,19.17707708
7.092092092,12.90670671,8.153953954,90.16316316,19.19379379
7.102102102,12.90960961,8.148948949,90.15915916,19.21051051
7.112112112,12.91251251,8.143943944,90.15515516,19.22722723
7.122122122,12.91541542,8.138938939,90.15115115,19.24394394
7.132132132,12.91831832,8.133933934,90.14714715,19.26066066
7.142142142,12.92122122,8.128928929,90.14314314,19.27737738
7.152152152,12.92412412,8.123923924,90.13913914,19.29409409
7.162162162,12.92702703,8.118918919,90.13513514,19.31081081
7.172172172,12.92992993,8.113913914,90.13113113,19.32752753
7.182182182,12.93283283,8.108908909,90.12712713,19.34424424
7.192192192,12.93573574,8.103903904,90.12312312,19.36096096
7.202202202,12.93863864,8.098898899,90.11911912,19.37767768
7.212212212,12.94154154,8.093893894,90.11511512,19.39439439
7.222222222,12.94444444,8.088888889,90.11111111,19.41111111
7.232232232,12.94734735,8.083883884,90.10710711,19.42782783
7.242242242,12.95025025,8.078878879,90.1031031,19.44454454
7.252252252,12.95315315,8.073873874,90.0990991,19.46126126
7.262262262,12.95605606,8.068868869,90.0950951,19.47797798
7.272272272,12.95895896,8.063863864,90.09109109,19.49469469
7.282282282,12.96186186,8.058858859,90.08708709,19.51141141
7.292292292,12.96476476,8.053853854,90.08308308,19.52812813
7.302302302,12.96766767,8.048848849,90.07907908,19.54484484
7.312312312,12.97057057,8.043843844,90.07507508,19.56156156
7.322322322,12.97347347,8.038838839,90.07107107,19.57827828
7.332332332,12.97637638,8.033833834,90.06706707,19.59499499
7.342342342,12.97927928,8.028828829,90.06306306,19.61171171
7.352352352,12.98218218,8.023823824,90.05905906,19.62842843
7.362362362,12.98508509,8.018818819,90.05505506,19.64514515
7.372372372,12.98798799,8.013813814,90.05105105,19.66186186
7.382382382,12.99089089,8.008808809,90.04704705,19.67857858
7.392392392,12.99379379,8.003803804,90.04304304,19.6952953
7.402402402,12.9966967,7.998798799,90.03903904,19.71201201
7.412412412,12.9995996,7.993793794,90.03503504,19.72872873
7.422422422,13.0025025,7.988788789,90.03103103,19.74544545
7.432432432,13.00540541,7.983783784,90.02702703,19.76216216
7.442442442,13.00830831,7.978778779,90.02302302,19.77887888
7.452452452,13.01121121,7.973773774,90.01901902,19.7955956
7.462462462,13.01411411,7.968768769,90.01501502,19.81231231
7.472472472,13.01701702,7.963763764,90.01101101,19.82902903
7.482482482,13.01991992,7.958758759,90.00700701,19.84574575
7.492492492,13.02282282,7.953753754,90.003003,19.86246246
7.502502503,13.02572573,7.948748749,89.998999,19.87917918
7.512512513,13.02862863,7.943743744,89.99499499,19.8958959
7.522522523,13.03153153,7.938738739,89.99099099,19.91261261
7.532532533,13.03443443,7.933733734,89.98698699,19.92932933
7.542542543,13.03733734,7.928728729,89.98298298,19.94604605
7.552552553,13.04024024,7.923723724,89.97897898,19.96276276
7.562562563,13.04314314,7.918718719,89.97497497,19.97947948
7.572572573,13.04604605,7.913713714,89.97097097,19.9961962
7.582582583,13.04894895,7.908708709,89.96696697,20.01291291
7.592592593,13.05185185,7.903703704,89.96296296,20.02962963
7.602602603,13.05475475,7.898698699,89.95895896,20.04634635
7.612612613,13.05765766,7.893693694,89.95495495,20.06306306
7.622622623,13.06056056,7.888688689,89.95095095,20.07977978
7.632632633,13.06346346,7.883683684,89.94694695,20.0964965
7.642642643,13.06636637,7.878678679,89.94294294,20.11321321
7.652652653,13.06926927,7.873673674,89.93893894,20.12992993
7.662662663,13.07217217,7.868668669,89.93493493,20.14664665
7.672672673,13.07507508,7.863663664,89.93093093,20.16336336
7.682682683,13.07797798,7.858658659,89.92692693,20.18008008
7.692692693,13.08088088,7.853653654,89.92292292,20.1967968
7.702702703,13.08378378,7.848648649,89.91891892,20.21351351
7.712712713,13.08668669,7.843643644,89.91491491,20.23023023
7.722722723,13.08958959,7.838638639,89.91091091,20.24694695
7.732732733,13.09249249,7.833633634,89.90690691,20.26366366
7.742742743,13.0953954,7.828628629,89.9029029,20.28038038
